foodatlas_id	source	reference	entity_linking_method	_chemical_name	_flavor_name
mf2902	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	"fatty creamy ""tub"" butter taste"
mf2903	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	fatty
mf2904	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	bland, woody, yogurt odor
mf2905	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	milky
mf2906	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	buttery
mf2907	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	butter
mf2908	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=179'}	id_matching	PUBCHEM_COMPOUND:179	dairy
mf2909	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=10856614'}	id_matching	PUBCHEM_COMPOUND:10856614	amber
mf2910	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12398'}	id_matching	PUBCHEM_COMPOUND:12398	fuel-like
mf2911	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12398'}	id_matching	PUBCHEM_COMPOUND:12398	alkane
mf2912	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8164'}	id_matching	PUBCHEM_COMPOUND:8164	green
mf2913	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8164'}	id_matching	PUBCHEM_COMPOUND:8164	waxy
mf2914	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8164'}	id_matching	PUBCHEM_COMPOUND:8164	mushroom
mf2915	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8164'}	id_matching	PUBCHEM_COMPOUND:8164	herbal
mf2916	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8164'}	id_matching	PUBCHEM_COMPOUND:8164	earthy
mf2917	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=114840'}	id_matching	PUBCHEM_COMPOUND:114840	sweet
mf2918	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=114840'}	id_matching	PUBCHEM_COMPOUND:114840	creamy
mf2919	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=114840'}	id_matching	PUBCHEM_COMPOUND:114840	fruity
mf2920	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=1140'}	id_matching	PUBCHEM_COMPOUND:1140	sweet
mf2921	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=1140'}	id_matching	PUBCHEM_COMPOUND:1140	paint
mf2922	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=1140'}	id_matching	PUBCHEM_COMPOUND:1140	sweet, pungent, benzene-like odor
mf2923	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	unpleasant, ammoniacal odor
mf2924	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	egg
mf2925	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	animal
mf2926	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	amine
mf2927	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	alkaline
mf2928	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	ammoniacal
mf2929	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=31268'}	id_matching	PUBCHEM_COMPOUND:31268	powerful, ammoniacal taste
mf2930	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	green
mf2931	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	peanut
mf2932	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	cocoa
mf2933	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	roasted
mf2934	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	chocolate
mf2935	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	nutty
mf2936	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7976'}	id_matching	PUBCHEM_COMPOUND:7976	popcorn
mf2937	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	peanut
mf2938	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	powdery
mf2939	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	musty
mf2940	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	cocoa
mf2941	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	roast
mf2942	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	roasted
mf2943	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	earthy
mf2944	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	hazelnut
mf2945	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	must
mf2946	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	nutty
mf2947	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=26808'}	id_matching	PUBCHEM_COMPOUND:26808	potato
mf2948	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12306047'}	id_matching	PUBCHEM_COMPOUND:12306047	wood
mf2949	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12306047'}	id_matching	PUBCHEM_COMPOUND:12306047	woody
mf2950	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=6022'}	id_matching	PUBCHEM_COMPOUND:6022	sweet-like
mf2951	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	floral
mf2952	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	box tree
mf2953	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	fruity
mf2954	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	tropical
mf2955	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	pear
mf2956	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=518810'}	id_matching	PUBCHEM_COMPOUND:518810	passion fruit
mf2957	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	sweet
mf2958	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	fruity
mf2959	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	pungent
mf2960	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	almond
mf2961	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	brown
mf2962	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	nutty
mf2963	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61020'}	id_matching	PUBCHEM_COMPOUND:61020	cherry
mf2964	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61361'}	id_matching	PUBCHEM_COMPOUND:61361	celery
mf2965	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=61361'}	id_matching	PUBCHEM_COMPOUND:61361	herbal
mf2966	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93236'}	id_matching	PUBCHEM_COMPOUND:93236	sulfurous
mf2967	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93236'}	id_matching	PUBCHEM_COMPOUND:93236	onion
mf2968	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93236'}	id_matching	PUBCHEM_COMPOUND:93236	strong
mf2969	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=128869'}	id_matching	PUBCHEM_COMPOUND:128869	sweet
mf2970	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5461127'}	id_matching	PUBCHEM_COMPOUND:5461127	sweet
mf2971	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	mint
mf2972	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	sweet
mf2973	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	fruity
mf2974	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	saffron
mf2975	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	herbal
mf2976	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	minty
mf2977	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	tropical
mf2978	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	tobacco
mf2979	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	rose oxide
mf2980	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	damascone
mf2981	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=9895'}	id_matching	PUBCHEM_COMPOUND:9895	clean
mf2982	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=313'}	id_matching	PUBCHEM_COMPOUND:313	1.10x10-4 m/l (recognition in water, chemically pure)
mf2983	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=313'}	id_matching	PUBCHEM_COMPOUND:313	1.30x10-4 m/l (recognition in water, chemically pure)
mf2984	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=313'}	id_matching	PUBCHEM_COMPOUND:313	pungent, irritating odor
mf2985	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=313'}	id_matching	PUBCHEM_COMPOUND:313	taste threshold: 1.60x10-4 moles/l (recognition in water, chemically pure)
mf2986	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	disagreeable choking odor
mf2987	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	almond
mf2988	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	extremely sharp
mf2989	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	extremely acrid, pungent, burnt sweet
mf2990	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	hot fat
mf2991	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7847'}	id_matching	PUBCHEM_COMPOUND:7847	cherry
mf2992	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12741'}	id_matching	PUBCHEM_COMPOUND:12741	floral
mf2993	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12741'}	id_matching	PUBCHEM_COMPOUND:12741	peach
mf2994	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12741'}	id_matching	PUBCHEM_COMPOUND:12741	orange
mf2995	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12741'}	id_matching	PUBCHEM_COMPOUND:12741	fatty
mf2996	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93081'}	id_matching	PUBCHEM_COMPOUND:93081	citrus
mf2997	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93081'}	id_matching	PUBCHEM_COMPOUND:93081	fruity
mf2998	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=93081'}	id_matching	PUBCHEM_COMPOUND:93081	fruit
mf2999	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=2214'}	id_matching	PUBCHEM_COMPOUND:2214	sweet
mf3000	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=2214'}	id_matching	PUBCHEM_COMPOUND:2214	vanilla
mf3001	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=2214'}	id_matching	PUBCHEM_COMPOUND:2214	faint
mf3002	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=2214'}	id_matching	PUBCHEM_COMPOUND:2214	vanillin
mf3003	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11815492'}	id_matching	PUBCHEM_COMPOUND:11815492	sweet-like
mf3004	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	sweet
mf3005	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	pineapple
mf3006	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	fruity
mf3007	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	apple-like, sweet taste
mf3008	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	ether
mf3009	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	apple-like odor
mf3010	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	not very powerful
mf3011	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	below 100 ppm may have banana-pineapple flavor
mf3012	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	apple
mf3013	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	banana
mf3014	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12180'}	id_matching	PUBCHEM_COMPOUND:12180	fruit
mf3015	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8900'}	id_matching	PUBCHEM_COMPOUND:8900	sweet
mf3016	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8900'}	id_matching	PUBCHEM_COMPOUND:8900	ethereal
mf3017	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8900'}	id_matching	PUBCHEM_COMPOUND:8900	alkane
mf3018	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8900'}	id_matching	PUBCHEM_COMPOUND:8900	gasoline-like odor
mf3019	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=674'}	id_matching	PUBCHEM_COMPOUND:674	... ammonia or fish-like odor ...
mf3020	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8058'}	id_matching	PUBCHEM_COMPOUND:8058	gasoline-like odor
mf3021	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8058'}	id_matching	PUBCHEM_COMPOUND:8058	alkane
mf3022	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12391'}	id_matching	PUBCHEM_COMPOUND:12391	alkane
mf3023	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=12391'}	id_matching	PUBCHEM_COMPOUND:12391	waxy
mf3024	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=3026'}	id_matching	PUBCHEM_COMPOUND:3026	faint
mf3025	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=3026'}	id_matching	PUBCHEM_COMPOUND:3026	slight, aromatic odor
mf3026	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=3026'}	id_matching	PUBCHEM_COMPOUND:3026	tastes strong and bitter
mf3027	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=284'}	id_matching	PUBCHEM_COMPOUND:284	sour
mf3028	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=284'}	id_matching	PUBCHEM_COMPOUND:284	vinegar
mf3029	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=284'}	id_matching	PUBCHEM_COMPOUND:284	pungent
mf3030	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=284'}	id_matching	PUBCHEM_COMPOUND:284	formyl
mf3031	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=284'}	id_matching	PUBCHEM_COMPOUND:284	pungent, penetrating odor
mf3032	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	woody
mf3033	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	mahogany
mf3034	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	dry
mf3035	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	earthy
mf3036	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	amber
mf3037	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=519382'}	id_matching	PUBCHEM_COMPOUND:519382	orris
mf3038	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	green
mf3039	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	ripe fruit taste
mf3040	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	fruity
mf3041	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	fresh
mf3042	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	fatty
mf3043	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	apple
mf3044	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=8868'}	id_matching	PUBCHEM_COMPOUND:8868	pleasant green, fruity, rum odor
mf3045	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=62453'}	id_matching	PUBCHEM_COMPOUND:62453	almond shell
mf3046	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=62453'}	id_matching	PUBCHEM_COMPOUND:62453	sweet
mf3047	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=62453'}	id_matching	PUBCHEM_COMPOUND:62453	chemical
mf3048	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=62453'}	id_matching	PUBCHEM_COMPOUND:62453	phenolic
mf3049	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=62453'}	id_matching	PUBCHEM_COMPOUND:62453	medical
mf3050	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	earthy, weedy, fruity, berry-like odor
mf3051	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	earthy, weedy, fruity, berry-like taste
mf3052	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	orange
mf3053	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	melon
mf3054	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	camphoraceous
mf3055	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=27867'}	id_matching	PUBCHEM_COMPOUND:27867	raspberry
mf3056	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	sweet
mf3057	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	woody
mf3058	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	cocoa
mf3059	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	herbal
mf3060	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	tobacco
mf3061	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=7921'}	id_matching	PUBCHEM_COMPOUND:7921	warm
mf3062	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=16997'}	id_matching	PUBCHEM_COMPOUND:16997	spice
mf3063	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	waxy
mf3064	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	herbal
mf3065	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	fatty
mf3066	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	coconut
mf3067	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	earthy
mf3068	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	milky
mf3069	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	dairy
mf3070	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=11622'}	id_matching	PUBCHEM_COMPOUND:11622	nutty
mf3071	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5352437'}	id_matching	PUBCHEM_COMPOUND:5352437	balsam
mf3072	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5352437'}	id_matching	PUBCHEM_COMPOUND:5352437	citrus
mf3073	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5352437'}	id_matching	PUBCHEM_COMPOUND:5352437	myrrh
mf3074	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5352437'}	id_matching	PUBCHEM_COMPOUND:5352437	opoponax
mf3075	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=5352437'}	id_matching	PUBCHEM_COMPOUND:5352437	spicy
mf3076	flavordb	{'url': 'https://cosylab.iiitd.edu.in/flavordb/molecules_json?id=10659'}	id_matching	PUBCHEM_COMPOUND:10659	parsley
